BOROUGH,ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
Brooklyn,11215,922,PRESIDENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1068,22
Brooklyn,11215,928,PRESIDENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1068,25
Brooklyn,11215,936,PRESIDENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1068,29
Brooklyn,11215,940,PRESIDENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1068,32
Brooklyn,11215,949,PRESIDENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,45
Brooklyn,11215,1,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1106,5
Brooklyn,11215,7,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1106,14
Brooklyn,11215,10,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1106,16
Brooklyn,11215,16,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1106,21
Brooklyn,11215,38,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1107,5
Brooklyn,11215,41,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1107,9
Brooklyn,11215,57 TO 63,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1107,21
Brooklyn,11215,65 TO 70,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1107,27
Brooklyn,11215,66 TO 70,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1079,40
Brooklyn,11215,75,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1081,38
Brooklyn,11215,75,PROSPECT,PARK SW,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1107,33
Brooklyn,11215,78,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1081,43
Brooklyn,11215,94,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1085,37
Brooklyn,11215,99,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1085,37
Brooklyn,11215,100,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1085,37
Brooklyn,11215,101,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1085,40
Brooklyn,11215,109,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1087,38
Brooklyn,11215,123 TO 130,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1089,40
Brooklyn,11215,135,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1091,35
Brooklyn,11215,135,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),,1051,65
Brooklyn,11215,136,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1091,40
Brooklyn,11215,137,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),,1051,65
Brooklyn,11215,150,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1093,38
Brooklyn,11215,153,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1051,54
Brooklyn,11215,154,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1095,42
Brooklyn,11215,161,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1095,50
Brooklyn,11215,166 TO 169,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1097,46
Brooklyn,11215,172,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1099,40
Brooklyn,11215,176,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1099,44
Brooklyn,11215,178,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1099,46
Brooklyn,11215,179,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1101,38
Brooklyn,11215,180,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1101,40
Brooklyn,11215,181,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1101,41
Brooklyn,11215,182,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1101,42
Brooklyn,11215,184,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1101,43
Brooklyn,11215,185,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1101,44
Brooklyn,11215,199,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1052,79
Brooklyn,11215,206,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1105,38
Brooklyn,11215,208,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1105,40
Brooklyn,11215,209 TO 211,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1106,2
Brooklyn,11215,210,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1105,41
Brooklyn,11215,240,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1113,50
Brooklyn,11215,242,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1113,51
Brooklyn,11215,244,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1113,52
Brooklyn,11215,246,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1113,53
Brooklyn,11215,266,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,NONE,,870,41
Brooklyn,11215,268,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,NONE,,870,42
Brooklyn,11215,270,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,43
Brooklyn,11215,276,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,876,44
Brooklyn,11215,278,PROSPECT,PARK W,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,876,45
Brooklyn,11215,287,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),877,2
Brooklyn,11215,308,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,4
Brooklyn,11215,312,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,5
Brooklyn,11215,314,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,6
Brooklyn,11215,318,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,8
Brooklyn,11215,322,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,10
Brooklyn,11215,324,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,11
Brooklyn,11215,326,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,12
Brooklyn,11215,328,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,13
Brooklyn,11215,338,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,18
Brooklyn,11215,340,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,19
Brooklyn,11215,342,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,868,21
Brooklyn,11215,373,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1112,1
Brooklyn,11215,381,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1112,91
Brooklyn,11215,385,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1112,89
Brooklyn,11215,387,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1112,88
Brooklyn,11215,389,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1112,87
Brooklyn,11215,390,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,869,19
Brooklyn,11215,392,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,869,20
Brooklyn,11215,418,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,869,38
Brooklyn,11215,428,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,870,7
Brooklyn,11215,432,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,9
Brooklyn,11215,436,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,10
Brooklyn,11215,437,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1113,79
Brooklyn,11215,438,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,11
Brooklyn,11215,440,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,12
Brooklyn,11215,458,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,23
Brooklyn,11215,460,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,25
Brooklyn,11215,462,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,27
Brooklyn,11215,464,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,870,29
Brooklyn,11215,470,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,870,32
Brooklyn,11215,490,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,871,9
Brooklyn,11215,577,PROSPECT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1116,63
Brooklyn,11215,568,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,441,7
Brooklyn,11215,570,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,441,9
Brooklyn,11215,580,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,441,13
Brooklyn,11215,586,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,441,15
Brooklyn,11215,629,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,434,57
Brooklyn,11215,633,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,434,56
Brooklyn,11215,639,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,434,54
Brooklyn,11215,673,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,952,69
Brooklyn,11215,675,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,68
Brooklyn,11215,677,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,952,67
Brooklyn,11215,680,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,955,39
Brooklyn,11215,683,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,65
Brooklyn,11215,685,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,952,64
Brooklyn,11215,687,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,63
Brooklyn,11215,693,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,61
Brooklyn,11215,695,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,60
Brooklyn,11215,711,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,51
Brooklyn,11215,719,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,47
Brooklyn,11215,721,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,952,46
Brooklyn,11215,756,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,957,3
Brooklyn,11215,767,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,953,64
Brooklyn,11215,768,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,957,11
Brooklyn,11215,769,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,953,63
Brooklyn,11215,770,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,957,13
Brooklyn,11215,772,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,957,14
Brooklyn,11215,774,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,957,14
Brooklyn,11215,822,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1065,7
Brooklyn,11215,827,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,954,58
Brooklyn,11215,830,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1065,11
Brooklyn,11215,832,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1065,12
Brooklyn,11215,852,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1065,22
Brooklyn,11215,857,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1063,1
Brooklyn,11215,862,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1065,27
Brooklyn,11215,869,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1063,69
Brooklyn,11215,873,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1063,67
Brooklyn,11215,882,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1066,7502
Brooklyn,11215,883,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1063,62
Brooklyn,11215,885,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1063,61
Brooklyn,11215,886,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,13
Brooklyn,11215,888 TO 890,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,14
Brooklyn,11215,892,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,FAMILY,,1066,17
Brooklyn,11215,896,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,19
Brooklyn,11215,898,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,20
Brooklyn,11215,900,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1066,21
Brooklyn,11215,916,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,,1066,30
Brooklyn,11215,925 TO 927,UNION,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,1064,37
Brooklyn,11216,1,ALBANY,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1859,16
Brooklyn,11216,3,ALBANY,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1859,15
Brooklyn,11216,6,ALBANY,AVE,210,ALBANY,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1858,24
Brooklyn,11216,7,ALBANY,AVE,713,ALBANY,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1859,10
Brooklyn,11216,12,ALBANY,AVE,1214,ALBANY,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1858,24
Brooklyn,11216,15,ALBANY,AVE,1523,ALBANY,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1859,6
Brooklyn,11216,20,ALBANY,AVE,1820,ALBANY,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1858,24
Brooklyn,11216,27,ALBANY,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1859,7501
Brooklyn,11216,14,ARLINGTON,PL,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1842,37
Brooklyn,11216,19,ARLINGTON,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,1843,1
Brooklyn,11216,1221,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1866,21
Brooklyn,11216,1247 TO 1249,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1867,88
Brooklyn,11216,1306,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,1201,4
Brooklyn,11216,1369,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1868,63
Brooklyn,11216,1371,ATLANTIC,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1868,61
Brooklyn,11216,1043,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,1793,3
Brooklyn,11216,1047,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1793,1
Brooklyn,11216,1055,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,1797,7
Brooklyn,11216,1063 TO 1065,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1797,3
Brooklyn,11216,1067 TO 1069,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1797,1
Brooklyn,11216,1073 TO 1075,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1802,3
Brooklyn,11216,1077,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,SEC 608,1802,1
Brooklyn,11216,1078 TO 1082,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1968,29
Brooklyn,11216,1084,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1968,32
Brooklyn,11216,1095,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1807,8
Brooklyn,11216,1104,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),,1971,28
Brooklyn,11216,1177,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,1827,2
Brooklyn,11216,1185,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1832,5
Brooklyn,11216,1204,BEDFORD,AVE,7987,JEFFERSON,AVE,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1996,36
Brooklyn,11216,1231 TO 1233,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1842,7
Brooklyn,11216,1234,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,2000,22
Brooklyn,11216,1235,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1842,5
Brooklyn,11216,1238,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2000,24
Brooklyn,11216,1255,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),1860,5
Brooklyn,11216,1259 TO 1261,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),,1860,7502
Brooklyn,11216,1336,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,ARTICLE 11,,1205,127
Brooklyn,11216,1378,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),,1217,45
Brooklyn,11216,1380,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),,1217,46
Brooklyn,11216,1382,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),,1217,47
Brooklyn,11216,1384,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),,1217,48
Brooklyn,11216,1430,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1231,47
Brooklyn,11216,1432,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1231,47
Brooklyn,11216,1433,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1232,8
Brooklyn,11216,1434,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1231,47
Brooklyn,11216,1435,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1232,7
Brooklyn,11216,1439,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1232,6
Brooklyn,11216,1440,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1231,47
Brooklyn,11216,1441,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1232,4
Brooklyn,11216,1442,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1231,53
Brooklyn,11216,1452,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1238,37
Brooklyn,11216,1453,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1239,14
Brooklyn,11216,1454,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,1238,38
Brooklyn,11216,1455,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1239,13
Brooklyn,11216,1458,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1238,40
Brooklyn,11216,1460,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,1238,41
Brooklyn,11216,1463,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1239,9
Brooklyn,11216,1465,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,1239,8
Brooklyn,11216,1469,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1239,1
Brooklyn,11216,1475,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1246,11
Brooklyn,11216,1478,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1245,38
Brooklyn,11216,1480,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1245,39
Brooklyn,11216,1483,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1246,7
Brooklyn,11216,1486,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,1245,41
Brooklyn,11216,1490,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1245,43
Brooklyn,11216,1495 TO 1505,BEDFORD,AVE,716,SAINT JOHNS,PL,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),,1253,7
Brooklyn,11216,1508,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,J-51,,1252,77
Brooklyn,11216,1511,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1253,1
Brooklyn,11216,1516,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1252,80
Brooklyn,11216,1518,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1252,82
Brooklyn,11216,1528,BEDFORD,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1252,87
Brooklyn,11216,1535,BEDFORD,AVE,409,EASTERN,PKWY,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),,1260,7501
Brooklyn,11216,950,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1217,12
Brooklyn,11216,952,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1217,12
Brooklyn,11216,961,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),1211,75
Brooklyn,11216,967,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1211,72
Brooklyn,11216,980,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1217,28
Brooklyn,11216,992,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,SECTION 610 OF PHFL,ARTICLE 11,1217,34
Brooklyn,11216,1031 TO 1035,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,,1212,1
Brooklyn,11216,1037,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,75
Brooklyn,11216,1039,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,75
Brooklyn,11216,1042,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1219,16
Brooklyn,11216,1050,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1219,20
Brooklyn,11216,1057,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,63
Brooklyn,11216,1058,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,1219,24
Brooklyn,11216,1059,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,1212,61
Brooklyn,11216,1061,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,59
Brooklyn,11216,1063,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,1212,58
Brooklyn,11216,1066,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1219,27
Brooklyn,11216,1069,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,55
Brooklyn,11216,1071,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,,1212,54
Brooklyn,11216,1075,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,52
Brooklyn,11216,1076,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,ROOMING HOUSE,,1219,32
Brooklyn,11216,1077,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1212,51
Brooklyn,11216,1078,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,1219,33
Brooklyn,11216,1120,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1220,24
Brooklyn,11216,1130,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1220,28
Brooklyn,11216,1131,BERGEN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,1213,61
