BOROUGH,ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
Bronx,10451,2401,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2319,2
Bronx,10451,2413,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2319,109
Bronx,10451,2455 TO 2457,3RD,AVE,240,E 135TH,ST,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2319,38
Bronx,10451,3055,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2378,7501
Bronx,10451,3103,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),SECTION 610 OF PHFL,2380,51
Bronx,10451,3194,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING B,GARDEN COMPLEX,,2620,2
Bronx,10451,3202,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2620,6
Bronx,10451,3204,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2620,7
Bronx,10451,3206,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING B,,,2620,8
Bronx,10451,3213,3RD,AVE,491,E 162ND,ST,BRONX,60,MULTIPLE DWELLING A,,,2367,7502
Bronx,10451,3221,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2367,25
Bronx,10451,3240 TO 3246,3RD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2620,22
Bronx,10451,740,BROOK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2360,7502
Bronx,10451,871,BROOK,AVE,31513153,3RD,AVE,BRONX,60,MULTIPLE DWELLING A,,,2365,29
Bronx,10451,873,BROOK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2365,26
Bronx,10451,877,BROOK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2365,25
Bronx,10451,885,BROOK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2365,20
Bronx,10451,707,CONCOURSE,VLG W,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,7501
Bronx,10451,747,CONCOURSE,VLG W,180,E 156TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2458,7501
Bronx,10451,477 TO 479,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2329,87
Bronx,10451,483 TO 487,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2329,83
Bronx,10451,495,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2329,82
Bronx,10451,515,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2329,72
Bronx,10451,578,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2397,3
Bronx,10451,580,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2397,5
Bronx,10451,582,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2397,6
Bronx,10451,596,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2397,7
Bronx,10451,598,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2397,9
Bronx,10451,623 TO 625,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2411,45
Bronx,10451,630,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2398,8
Bronx,10451,650 TO 666,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2399,6
Bronx,10451,651,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2411,139
Bronx,10451,653,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,ARTICLES 14 & 15,2411,137
Bronx,10451,655,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,ARTICLE 11,2411,137
Bronx,10451,706,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2401,4
Bronx,10451,712,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING B,GARDEN COMPLEX,,2401,7
Bronx,10451,794,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2404,7
Bronx,10451,796,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2404,8
Bronx,10451,855 TO 861,COURTLANDT,AVE,863,COURTLANDT,AVE,BRONX,60,MULTIPLE DWELLING A,,,2419,7501
Bronx,10451,868 TO 870,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2407,7501
Bronx,10451,927 TO 929,COURTLANDT,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2409,96
Bronx,10451,227,E 134TH,ST,230,E 135TH,ST,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2319,39
Bronx,10451,224,E 135TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),2319,7501
Bronx,10451,255,E 138TH,ST,2551,3RD,AVE,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2333,7501
Bronx,10451,253,E 142ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2334,7501
Bronx,10451,250,E 144TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2334,7501
Bronx,10451,331,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,53
Bronx,10451,337,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,96
Bronx,10451,340,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2326,25
Bronx,10451,341,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,94
Bronx,10451,342,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2326,26
Bronx,10451,345,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2329,93
Bronx,10451,346,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2326,28
Bronx,10451,347,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2329,92
Bronx,10451,357,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2329,83
Bronx,10451,359,E 146TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,87
Bronx,10451,277,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,1
Bronx,10451,315 TO 317,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,59
Bronx,10451,322,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING B,421-A (16),,2329,159
Bronx,10451,324,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,160
Bronx,10451,326,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,ROOMING HOUSE,,2329,161
Bronx,10451,328,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2329,162
Bronx,10451,330,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2329,163
Bronx,10451,332,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,164
Bronx,10451,335 TO 337,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,51
Bronx,10451,340,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,68
Bronx,10451,342,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING B,,,2329,69
Bronx,10451,344,E 148TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2329,70
Bronx,10451,135,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2352,53
Bronx,10451,143,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2347,1
Bronx,10451,281,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,72
Bronx,10451,283,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,72
Bronx,10451,286,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2330,14
Bronx,10451,288,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,15
Bronx,10451,295,E 149TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,66
Bronx,10451,271,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,1
Bronx,10451,292,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,15
Bronx,10451,298,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2331,18
Bronx,10451,315,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,63
Bronx,10451,317,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,62
Bronx,10451,321,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,60
Bronx,10451,333,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,54
Bronx,10451,339,E 150TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,52
Bronx,10451,150,E 151ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2348,15
Bronx,10451,173 TO 177,E 151ST,ST,630638,WALTON,AVE,BRONX,60,MULTIPLE DWELLING A,,,2348,53
Bronx,10451,286,E 151ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,18
Bronx,10451,308,E 151ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,27
Bronx,10451,310,E 151ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,28
Bronx,10451,340,E 151ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2410,40
Bronx,10451,351,E 152ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2411,142
Bronx,10451,109,E 153RD,ST,700,RIVER,AVE,BRONX,60,MULTIPLE DWELLING A,,,2482,1
Bronx,10451,127 TO 137,E 157TH,ST,810,GERARD,AVE,BRONX,60,MULTIPLE DWELLING A,,,2474,1
Bronx,10451,415,E 157TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2379,7
Bronx,10451,419 TO 421,E 157TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2379,32
Bronx,10451,428 TO 430,E 157TH,ST,,,,BRONX,60,MULTIPLE DWELLING B,,,2378,19
Bronx,10451,303,E 158TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2418,33
Bronx,10451,327,E 158TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2418,23
Bronx,10451,370,E 158TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2404,12
Bronx,10451,404,E 158TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2379,7
Bronx,10451,481 TO 503,E 158TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2364,45
Bronx,10451,185,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2459,55
Bronx,10451,306,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2418,9
Bronx,10451,314 TO 326,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2418,33
Bronx,10451,364,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2405,9
Bronx,10451,370,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2405,13
Bronx,10451,374,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2405,14
Bronx,10451,451,E 159TH,ST,824,ELTON,AVE,BRONX,60,MULTIPLE DWELLING A,ARTICLE 11,,2381,43
Bronx,10451,464,E 159TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2380,48
Bronx,10451,320,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2419,13
Bronx,10451,381,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2407,29
Bronx,10451,399,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2407,25
Bronx,10451,407,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2382,37
Bronx,10451,453,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2382,39
Bronx,10451,454,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2381,49
Bronx,10451,462 TO 464,E 160TH,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2381,51
Bronx,10451,181,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2460,30
Bronx,10451,361 TO 381,E 161ST,ST,370,E 162ND,ST,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2408,1
Bronx,10451,384 TO 386,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2407,16
Bronx,10451,406,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2382,7502
Bronx,10451,422,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2382,14
Bronx,10451,425 TO 431,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),2383,39
Bronx,10451,500,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2365,20
Bronx,10451,501,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2366,22
Bronx,10451,505,E 161ST,ST,508,E 162ND,ST,BRONX,60,MULTIPLE DWELLING A,,,2366,7501
Bronx,10451,507,E 161ST,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2366,37
Bronx,10451,180,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2460,10
Bronx,10451,185,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2461,40
Bronx,10451,280 TO 282,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2421,14
Bronx,10451,284 TO 296,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,SEC 608,2421,7501
Bronx,10451,287,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2422,54
Bronx,10451,291,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2422,52
Bronx,10451,295,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2422,50
Bronx,10451,299,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2422,48
Bronx,10451,300,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2421,22
Bronx,10451,304,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2421,24
Bronx,10451,316,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,ARTICLE 11,,2421,27
Bronx,10451,335 TO 341,E 162ND,ST,911,COURTLANDT,AVE,BRONX,60,MULTIPLE DWELLING A,420C,,2409,7501
Bronx,10451,369,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2408,33
Bronx,10451,383,E 162ND,ST,912,COURTLANDT,AVE,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2408,52
Bronx,10451,388 TO 390,E 162ND,ST,897911,MELROSE,AVE,BRONX,60,MULTIPLE DWELLING A,,,2408,17
Bronx,10451,402,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2383,5
Bronx,10451,415,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2384,56
Bronx,10451,424,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2383,15
Bronx,10451,426,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2383,16
Bronx,10451,430,E 162ND,ST,,,,BRONX,60,MULTIPLE DWELLING B,,,2383,18
Bronx,10451,432 TO 450,E 162ND,ST,895,ELTON,AVE,BRONX,60,MULTIPLE DWELLING A,,,2383,7501
Bronx,10451,443,E 162ND,ST,435,E 162ND,ST,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),ARTICLE 11,2384,7501
Bronx,10451,180,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2461,16
Bronx,10451,214,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2454,26
Bronx,10451,225,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2446,1
Bronx,10451,237,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2446,37
Bronx,10451,272,E 163RD,ST,926,MORRIS,AVE,BRONX,60,MULTIPLE DWELLING A,,,2422,10
Bronx,10451,290,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2422,16
Bronx,10451,312 TO 320,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2422,26
Bronx,10451,313,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2423,54
Bronx,10451,317,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2423,55
Bronx,10451,325,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2423,84
Bronx,10451,351 TO 359,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING B,,,2424,86
Bronx,10451,361 TO 371,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING B,,,2424,110
Bronx,10451,488,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2367,1
Bronx,10451,508,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2367,7501
Bronx,10451,510,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2367,17
Bronx,10451,514,E 163RD,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2367,20
Bronx,10451,777,ELTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2379,26
Bronx,10451,779,ELTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2379,26
Bronx,10451,830,ELTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2381,45
Bronx,10451,871,ELTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2382,7501
Bronx,10451,530,EXTERIOR,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2351,25
Bronx,10451,575,EXTERIOR,ST,,,,BRONX,60,MULTIPLE DWELLING A,,,2356,7501
Bronx,10451,414,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2350,1
Bronx,10451,445,GERARD,AVE,459,GERARD,AVE,BRONX,60,MULTIPLE DWELLING A,421-A (16),,2351,12
Bronx,10451,491,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2351,7501
Bronx,10451,690,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2473,1
Bronx,10451,691,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2482,60
Bronx,10451,705,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2482,53
Bronx,10451,710,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2473,12
Bronx,10451,724,GERARD,AVE,721,WALTON,AVE,BRONX,60,MULTIPLE DWELLING A,,,2473,48
Bronx,10451,731,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2482,40
Bronx,10451,740,GERARD,AVE,735,WALTON,AVE,BRONX,60,MULTIPLE DWELLING A,,,2473,43
Bronx,10451,751,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2482,30
Bronx,10451,815,GERARD,AVE,107119,E 157TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2483,23
Bronx,10451,825,GERARD,AVE,90,E 158TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2483,15
Bronx,10451,831,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2483,59
Bronx,10451,845,GERARD,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2483,53
Bronx,10451,260 TO 298,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),2341,10
Bronx,10451,310,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),2341,28
Bronx,10451,322,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (16),2341,31
Bronx,10451,384,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING B,SECTION 610 OF PHFL,,2341,55
Bronx,10451,417 TO 425,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,ARTICLE 11,,2346,1
Bronx,10451,424,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2343,10
Bronx,10451,430,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2343,12
Bronx,10451,702,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,7501
Bronx,10451,730,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,16
Bronx,10451,740,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,25
Bronx,10451,750 TO 754,GRAND CONCOURSE,,160,E 156TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2458,26
Bronx,10451,760,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,72
Bronx,10451,774 TO 780,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,80
Bronx,10451,790,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,85
Bronx,10451,800,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2458,90
Bronx,10451,840,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2459,1
Bronx,10451,860,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2459,30
Bronx,10451,888,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2459,34
Bronx,10451,910,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2461,1
Bronx,10451,930,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,SEC 608,,2461,7
Bronx,10451,940 TO 948,GRAND CONCOURSE,,161,E 163RD,ST,BRONX,60,MULTIPLE DWELLING A,,,2461,45
Bronx,10451,960,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2461,58
Bronx,10451,1000,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,,,2461,90
Bronx,10451,1020 TO 1032,GRAND CONCOURSE,,,,,BRONX,60,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,,2461,94
Bronx,10451,747,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2403,35
Bronx,10451,760,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,SECTION 610 OF PHFL,2378,1
Bronx,10451,769,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2404,24
Bronx,10451,773,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING B,,,2404,22
Bronx,10451,779,MELROSE,AVE,390,E 158TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2404,7501
Bronx,10451,802,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2380,1
Bronx,10451,863,MELROSE,AVE,383387,E 160TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2407,23
Bronx,10451,896,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2383,3
Bronx,10451,920,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,SECTION 610 OF PHFL,,2384,7
Bronx,10451,922,MELROSE,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2384,8
Bronx,10451,524,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,1
Bronx,10451,526,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2330,1
Bronx,10451,560,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,6
Bronx,10451,562,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2331,7
Bronx,10451,655,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,421-A (1-15),,2441,200
Bronx,10451,673 TO 675,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2442,34
Bronx,10451,904,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2421,11
Bronx,10451,918,MORRIS,AVE,,,,BRONX,60,MULTIPLE DWELLING A,GARDEN COMPLEX,,2422,4
Bronx,10451,2980,PARK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2441,7501
Bronx,10451,2996 TO 3004,PARK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2442,60
Bronx,10451,3120,PARK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,ARTICLE 11,,2418,6
Bronx,10451,3201 TO 3213,PARK,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2421,36
Bronx,10451,810,RIVER,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2483,7501
Bronx,10451,909,SHERIDAN,AVE,,,,BRONX,60,MULTIPLE DWELLING A,J-51,,2461,35
Bronx,10451,910,SHERIDAN,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2454,11
Bronx,10451,917,SHERIDAN,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2461,22
Bronx,10451,930,SHERIDAN,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2454,19
Bronx,10451,557,WALTON,AVE,,,,BRONX,60,MULTIPLE DWELLING B,ROOMING HOUSE,,2352,51
Bronx,10451,711,WALTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2473,55
Bronx,10451,751,WALTON,AVE,120128,E 157TH,ST,BRONX,60,MULTIPLE DWELLING A,,,2473,33
Bronx,10451,835,WALTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2474,28
Bronx,10451,853,WALTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2474,49
Bronx,10451,865,WALTON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2474,46
Bronx,10452,901,ANDERSON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2504,30
Bronx,10452,946,ANDERSON,AVE,,,,BRONX,60,MULTIPLE DWELLING B,GARDEN COMPLEX,,2504,53
Bronx,10452,954,ANDERSON,AVE,,,,BRONX,60,MULTIPLE DWELLING B,GARDEN COMPLEX,,2504,59
Bronx,10452,956,ANDERSON,AVE,,,,BRONX,60,MULTIPLE DWELLING A,,,2504,60
